"","decimalLongitude","decimalLatitude","key","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"32",120.766558,23.531527,"622292546",125,55,330,3762,201,34,168,171,90,171,71,3325,706,43,89,1958,137,1958,183
"33",121.311111,24.114167,"891597333",89,52,307,3933,171,3,168,129,35,139,35,2120,311,65,49,862,219,803,289
"34",120.55,23.71,"2417308715",232,49,273,4420,312,132,181,285,190,285,167,2024,401,22,82,1114,78,1114,112
"35",121.432778,24.378611,"891599652",59,47,296,3844,139,-21,160,78,9,109,7,2622,358,126,35,1002,388,760,459
"36",120.959167,23.270556,"891607659",75,52,349,3255,143,-5,149,115,45,115,30,2847,551,56,76,1553,180,1553,200
"37",121.393611,24.57,"891607456",132,44,254,4417,219,45,174,178,73,190,71,3259,441,168,30,1230,509,935,606
"38",121.393611,24.57,"891607495",132,44,254,4417,219,45,174,178,73,190,71,3259,441,168,30,1230,509,935,606
"39",121.545556,25.165556,"891607770",188,29,170,4829,270,102,168,239,124,252,120,3500,409,209,23,1169,645,979,720
"40",121.435278,24.366111,"891608180",41,47,304,3718,119,-37,156,80,-7,89,-10,2711,366,122,37,1038,378,852,450
"41",121.620556,24.968611,"891603781",198,33,190,4821,283,109,174,223,176,261,131,3797,494,213,28,1456,699,817,863
"42",121.305556,24.348611,"891593012",133,49,275,4356,220,43,178,172,73,189,72,2226,339,83,43,898,267,809,346
"43",121.305556,24.348611,"891609128",133,49,275,4356,220,43,178,172,73,189,72,2226,339,83,43,898,267,809,346
"44",120.18,23,"2417384094",241,33,231,3719,302,160,142,285,207,285,186,1623,390,13,100,1085,44,1085,53
"45",120.806111,23.516667,"891610365",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"46",121.3025,24.221111,"891610466",99,51,296,4069,183,12,171,141,44,151,43,1880,261,66,42,757,220,646,287
"47",121.3025,24.221111,"891613921",99,51,296,4069,183,12,171,141,44,151,43,1880,261,66,42,757,220,646,287
"48",121.261944,24.134167,"891606982",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"49",121.545556,25.165556,"891617651",188,29,170,4829,270,102,168,239,124,252,120,3500,409,209,23,1169,645,979,720
"50",121.545556,25.165556,"891618232",188,29,170,4829,270,102,168,239,124,252,120,3500,409,209,23,1169,645,979,720
"51",121.416944,24.691389,"891618271",154,42,236,4584,241,65,176,201,92,214,90,2656,328,136,30,922,415,846,488
"52",120.806111,23.516667,"891621599",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"53",121.099722,24.3825,"891623367",121,48,274,4312,206,32,174,159,83,176,61,1897,295,59,49,825,192,745,305
"54",121.268889,24.380278,"891628420",95,48,285,4134,179,10,170,138,40,149,38,2583,341,92,42,989,292,942,392
"55",120.814722,23.110833,"891636956",143,51,326,3489,212,57,155,185,110,185,92,2500,492,49,73,1335,159,1335,177
"56",121.215278,24.467222,"891637113",85,46,278,4113,167,1,166,121,31,138,28,2296,304,99,34,849,319,740,432
"57",121.215278,24.467222,"891637114",85,46,278,4113,167,1,166,121,31,138,28,2296,304,99,34,849,319,740,432
"58",121.215278,24.467222,"891637120",85,46,278,4113,167,1,166,121,31,138,28,2296,304,99,34,849,319,740,432
"59",121.215278,24.467222,"891637213",85,46,278,4113,167,1,166,121,31,138,28,2296,304,99,34,849,319,740,432
"60",121.215278,24.467222,"891637232",85,46,278,4113,167,1,166,121,31,138,28,2296,304,99,34,849,319,740,432
"61",121.105833,24.501111,"891637527",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"62",121.105833,24.501111,"891637543",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"63",121.105833,24.501111,"891637547",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"64",121.105833,24.501111,"891637549",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"65",121.105833,24.501111,"891637561",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"66",121.105833,24.501111,"891637565",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"67",121.105833,24.501111,"891637568",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"68",121.105833,24.501111,"891637579",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"69",121.250833,24.463056,"891630495",55,47,291,3908,135,-25,160,96,4,106,1,2608,328,111,34,960,351,832,466
"70",121.385,24.379722,"891633864",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"71",121.385,24.379722,"891633889",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"72",121.385,24.379722,"891633898",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"73",121.385,24.379722,"891633909",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"74",121.385,24.379722,"891633922",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"75",121.385,24.379722,"891633944",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"76",121.385,24.379722,"891633945",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"77",121.385,24.379722,"891633948",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"78",121.385,24.379722,"891633953",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"79",121.385,24.379722,"891633958",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"80",121.385,24.379722,"891633959",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"81",121.385,24.379722,"891633961",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"82",121.385,24.379722,"891633971",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"83",121.385,24.379722,"891633972",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"84",121.385,24.379722,"891633983",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"85",121.385,24.379722,"891633989",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"86",121.385,24.379722,"891633991",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"87",121.385,24.379722,"891633992",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"88",121.385,24.379722,"891633997",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"89",121.385,24.379722,"891634001",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"90",121.384444,24.381667,"891637495",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"91",121.384444,24.381667,"891637516",105,48,280,4160,190,20,170,126,86,159,48,2345,308,125,32,900,382,650,464
"92",121.443333,24.361667,"891627817",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"93",121.443333,24.361667,"891630658",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"94",121.443333,24.361667,"891630662",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"95",121.443333,24.361667,"891629892",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"96",121.443333,24.361667,"891630150",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"97",120.814722,23.110833,"891635875",143,51,326,3489,212,57,155,185,110,185,92,2500,492,49,73,1335,159,1335,177
"98",120.806111,23.516667,"891637510",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"99",121.444167,24.786944,"891623246",146,39,227,4540,231,59,172,169,85,205,83,3864,501,229,26,1383,701,986,807
"100",121.273056,24.025,"891638304",109,53,306,4017,192,20,172,145,53,160,53,2076,336,48,59,939,162,880,225
"101",120.786389,23.6675,"891624919",171,56,311,4124,252,73,179,208,132,221,111,2797,470,51,66,1327,167,1293,224
"102",120.806111,23.516667,"891634891",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"103",120.815833,23.506944,"891623729",111,56,336,3676,187,22,165,156,77,156,59,3666,686,65,75,1918,199,1918,257
"104",120.815833,23.506944,"891637002",111,56,336,3676,187,22,165,156,77,156,59,3666,686,65,75,1918,199,1918,257
"105",121.413333,24.378611,"891618431",72,47,291,3940,154,-9,163,113,20,124,19,2308,298,109,36,845,341,707,404
"106",121.413333,24.378611,"891624893",72,47,291,3940,154,-9,163,113,20,124,19,2308,298,109,36,845,341,707,404
"107",120.906111,22.755556,"891618453",142,42,309,3128,202,68,134,180,97,180,97,2481,461,48,73,1322,156,1322,156
"108",120.906111,22.755556,"891624912",142,42,309,3128,202,68,134,180,97,180,97,2481,461,48,73,1322,156,1322,156
"109",120.906111,22.755556,"891624936",142,42,309,3128,202,68,134,180,97,180,97,2481,461,48,73,1322,156,1322,156
"110",173.975863,-39.202411,"1091114984",122,22,220,2617,176,75,101,89,155,161,88,2953,297,178,17,863,546,553,856
"111",173.975863,-39.202411,"1091120147",122,22,220,2617,176,75,101,89,155,161,88,2953,297,178,17,863,546,553,856
"112",173.975863,-39.202411,"1091207043",122,22,220,2617,176,75,101,89,155,161,88,2953,297,178,17,863,546,553,856
"113",173.975863,-39.202411,"1091309945",122,22,220,2617,176,75,101,89,155,161,88,2953,297,178,17,863,546,553,856
"114",120.960556,23.468333,"891648274",40,55,363,3247,111,-40,151,81,11,81,-5,3359,582,74,66,1625,231,1625,359
"115",120.810556,23.517222,"891652680",117,56,334,3715,193,26,166,162,82,162,64,3614,669,65,74,1862,201,1862,260
"116",120.810556,23.517222,"891652692",117,56,334,3715,193,26,166,162,82,162,64,3614,669,65,74,1862,201,1862,260
"117",121.285278,24.161667,"891648271",72,51,311,3871,153,-12,165,112,20,121,19,2522,359,83,44,1036,277,876,373
"118",121.285278,24.161667,"891648293",72,51,311,3871,153,-12,165,112,20,121,19,2522,359,83,44,1036,277,876,373
"119",121.261944,24.134167,"891648484",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"120",121.643333,24.231667,"891665059",144,43,260,4164,226,59,167,164,101,198,86,3110,452,134,41,1334,438,905,495
"121",121.016667,24.153889,"891665068",119,52,297,4188,204,28,176,157,82,172,61,2596,499,57,70,1318,177,1293,313
"122",121.604722,24.513611,"891665072",127,42,254,4236,210,43,167,148,107,182,68,4011,577,202,36,1705,608,993,758
"123",120.806111,23.516667,"891665031",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"124",120.819167,23.525833,"891665058",116,56,334,3719,192,26,167,162,81,162,63,3480,603,69,68,1679,213,1679,276
"125",121.027778,24.293333,"891665046",92,49,291,4093,174,5,169,128,57,145,35,2268,422,57,64,1121,177,1059,312
"126",121.526111,24.044722,"891665070",135,47,280,4062,217,50,167,176,79,187,79,3210,496,117,45,1363,385,1025,458
"127",121.526111,24.044722,"891665075",135,47,280,4062,217,50,167,176,79,187,79,3210,496,117,45,1363,385,1025,458
"128",120.806111,23.516667,"891665063",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"129",120.892778,23.470556,"891665048",99,55,341,3574,174,12,162,144,66,144,49,3289,638,62,78,1779,188,1779,230
"130",120.892778,23.470556,"891665056",99,55,341,3574,174,12,162,144,66,144,49,3289,638,62,78,1779,188,1779,230
"131",120.892778,23.470556,"891665066",99,55,341,3574,174,12,162,144,66,144,49,3289,638,62,78,1779,188,1779,230
"132",120.892778,23.470556,"891665071",99,55,341,3574,174,12,162,144,66,144,49,3289,638,62,78,1779,188,1779,230
"133",121.475,24.7875,"891649805",173,39,220,4708,261,84,177,197,110,235,108,3445,460,199,28,1310,651,799,738
"134",121.445278,24.701944,"891665077",118,41,245,4336,202,34,168,140,61,175,58,3801,483,211,27,1355,650,1051,737
"135",121.471111,24.673889,"891665051",125,42,245,4368,210,40,170,148,67,183,65,3745,475,206,29,1347,636,1066,710
"136",121.412778,24.304444,"891665062",66,48,299,3861,146,-15,162,106,15,116,13,2538,341,94,42,1006,296,902,365
"137",121.234444,24.045833,"891665067",111,53,306,4053,196,22,173,148,56,163,55,2292,427,53,66,1109,181,1100,244
"138",120.907778,23.231111,"891615538",65,52,354,3195,133,-14,147,105,36,105,21,3049,571,64,71,1589,204,1589,230
"139",120.901389,23.478611,"891618375",96,55,343,3561,170,9,161,140,63,140,46,3324,607,72,70,1679,219,1679,268
"140",121.488333,24.468611,"891665102",111,45,267,4198,195,26,169,132,92,166,53,3332,471,183,34,1365,559,877,629
"141",121.016667,24.153889,"891665157",119,52,297,4188,204,28,176,157,82,172,61,2596,499,57,70,1318,177,1293,313
"142",121.016667,24.153889,"891665159",119,52,297,4188,204,28,176,157,82,172,61,2596,499,57,70,1318,177,1293,313
"143",121.263333,23.998611,"891665065",70,53,323,3753,150,-14,164,109,19,118,18,2704,398,74,52,1131,252,1061,341
"144",120.752222,22.630556,"891615217",110,39,315,2895,165,41,125,145,68,145,68,2339,510,33,86,1425,111,1425,111
"145",120.649109,23.498514,"1303611851",175,53,308,3979,251,80,172,223,137,223,117,3091,671,34,92,1875,112,1875,155
"146",120.806111,23.516667,"891665060",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"147",120.636944,23.531111,"891665061",174,53,307,3999,251,79,172,223,137,223,116,3150,629,41,81,1741,139,1741,193
"148",121.133333,24.016667,"1821816721",176,54,290,4447,264,77,187,216,134,231,112,1987,368,44,66,981,148,925,154
"149",121.133333,24.016667,"1821816820",176,54,290,4447,264,77,187,216,134,231,112,1987,368,44,66,981,148,925,154
"150",121.262222,24.134167,"1821816827",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"151",121.262222,24.134167,"1821816839",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"152",121.737222,24.373889,"1821824643",162,40,240,4285,244,78,167,183,145,218,103,3861,601,175,42,1751,545,919,705
"153",121.737222,24.373889,"1821824645",162,40,240,4285,244,78,167,183,145,218,103,3861,601,175,42,1751,545,919,705
"154",121.263333,24.107778,"1821845444",110,52,302,4077,194,21,173,147,54,161,53,2091,375,51,62,986,173,948,235
"155",121.263333,24.107778,"1821845481",110,52,302,4077,194,21,173,147,54,161,53,2091,375,51,62,986,173,948,235
"156",121.263333,24.107778,"1821845913",110,52,302,4077,194,21,173,147,54,161,53,2091,375,51,62,986,173,948,235
"157",121.263333,24.107778,"1821845983",110,52,302,4077,194,21,173,147,54,161,53,2091,375,51,62,986,173,948,235
"158",121.263333,24.107778,"1821846078",110,52,302,4077,194,21,173,147,54,161,53,2091,375,51,62,986,173,948,235
"159",121.433333,24.733333,"1821848222",137,40,235,4475,222,51,171,160,77,195,75,3783,510,226,28,1412,694,891,794
"160",121.433333,24.733333,"1821848234",137,40,235,4475,222,51,171,160,77,195,75,3783,510,226,28,1412,694,891,794
"161",121.376111,24.171389,"1821858989",119,50,290,4136,203,31,173,161,62,172,62,2513,379,88,43,1057,290,821,371
"162",121.376111,24.171389,"1821859118",119,50,290,4136,203,31,173,161,62,172,62,2513,379,88,43,1057,290,821,371
"163",121.433333,23.283333,"1821859155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",121.633333,24.25,"1821859216",115,44,270,4004,195,33,162,135,97,167,60,3460,541,160,42,1595,504,870,602
"165",121.433333,23.283333,"1821859391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",121.433333,23.283333,"1821859502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",121.433333,23.283333,"1821859522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",121.433333,23.283333,"1821859524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",121.433333,23.283333,"1821859529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",121.426111,24.735278,"1821867146",140,40,234,4501,225,53,172,163,80,199,78,3637,483,212,27,1331,651,881,750
"171",121.426111,24.735278,"1821867147",140,40,234,4501,225,53,172,163,80,199,78,3637,483,212,27,1331,651,881,750
"172",121.426111,24.735278,"1821867173",140,40,234,4501,225,53,172,163,80,199,78,3637,483,212,27,1331,651,881,750
"173",121.426111,24.735278,"1821867219",140,40,234,4501,225,53,172,163,80,199,78,3637,483,212,27,1331,651,881,750
"174",120.880833,23.471111,"1821877847",91,55,345,3531,164,4,161,134,58,134,41,3511,640,72,72,1797,218,1797,270
"175",120.783333,22.816667,"1821905625",142,44,316,3216,204,64,140,181,95,181,95,2442,538,30,90,1534,104,1534,104
"176",121.240722,24.120556,"1822100708",89,52,309,3965,172,2,170,125,35,140,34,2191,404,51,65,1051,173,1048,239
"177",-123.25081,49.25408,"2561509196",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"178",-123.25081,49.25408,"2561510913",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"179",-123.25081,49.25408,"2561511587",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"180",-123.25081,49.25408,"2561512858",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"181",-123.25081,49.25408,"2561513437",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"182",-123.25081,49.25408,"2561513970",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"183",-123.25081,49.25408,"2561515421",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"184",-123.25081,49.25408,"2561516312",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"185",-123.25081,49.25408,"2561516595",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"186",-123.25081,49.25408,"2561517094",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"187",-123.25081,49.25408,"2561517374",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"188",-123.25081,49.25408,"2561521429",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"189",-123.25081,49.25408,"2561521669",111,64,305,5093,236,26,209,53,186,186,46,1663,240,53,48,718,169,169,661
"190",121.265833,24.1375,"891627788",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"191",121.265833,24.1375,"891627821",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"192",121.265833,24.1375,"891627832",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"193",121.265833,24.1375,"891627836",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"194",121.265833,24.1375,"891627866",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"195",120.769167,23.5275,"891665089",125,55,330,3762,201,34,168,171,90,171,71,3325,706,43,89,1958,137,1958,183
