"","decimalLongitude","decimalLatitude","key","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"48",121.385556,24.947778,"891665870",222,35,188,5108,312,128,184,248,153,289,150,2472,309,153,22,861,465,567,559
"49",121.435556,23.9075,"891665882",138,49,290,4014,219,51,168,178,82,188,82,3057,455,89,52,1332,289,1169,289
"50",120.806111,23.516667,"891665858",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"51",120.806111,23.516667,"891665876",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"52",121.545556,25.165556,"891665867",188,29,170,4829,270,102,168,239,124,252,120,3500,409,209,23,1169,645,979,720
"53",120.806111,23.516667,"891665852",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"54",121.545556,25.165556,"891665873",188,29,170,4829,270,102,168,239,124,252,120,3500,409,209,23,1169,645,979,720
"55",121.5425,25.141944,"891665885",197,29,170,4891,281,110,171,250,133,262,129,2913,359,165,27,966,512,920,569
"56",121.545556,25.165556,"891665859",188,29,170,4829,270,102,168,239,124,252,120,3500,409,209,23,1169,645,979,720
"57",120.806111,23.516667,"891631531",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"58",121.545556,25.165556,"891665865",188,29,170,4829,270,102,168,239,124,252,120,3500,409,209,23,1169,645,979,720
"59",121.545556,25.165556,"891665886",188,29,170,4829,270,102,168,239,124,252,120,3500,409,209,23,1169,645,979,720
"60",121.016667,24.153889,"891665857",119,52,297,4188,204,28,176,157,82,172,61,2596,499,57,70,1318,177,1293,313
"61",120.769167,23.5275,"891665871",125,55,330,3762,201,34,168,171,90,171,71,3325,706,43,89,1958,137,1958,183
"62",120.996944,24.262778,"891665872",115,50,286,4218,199,25,174,153,78,169,56,2250,453,45,75,1188,139,1163,260
"63",120.996944,24.262778,"891665874",115,50,286,4218,199,25,174,153,78,169,56,2250,453,45,75,1188,139,1163,260
"64",120.769167,23.5275,"891665877",125,55,330,3762,201,34,168,171,90,171,71,3325,706,43,89,1958,137,1958,183
"65",120.892778,23.470556,"891615407",99,55,341,3574,174,12,162,144,66,144,49,3289,638,62,78,1779,188,1779,230
"66",121.498889,24.491389,"891665838",131,45,259,4331,217,44,172,153,112,187,71,3171,467,172,36,1381,531,711,661
"67",120.793889,23.514167,"891665846",128,55,330,3767,204,36,168,174,93,174,74,3321,669,51,82,1859,159,1859,206
"68",121.474722,24.480556,"891665815",121,45,264,4277,206,35,171,143,102,177,62,3000,425,166,35,1271,511,696,615
"69",120.752222,22.630556,"891665864",110,39,315,2895,165,41,125,145,68,145,68,2339,510,33,86,1425,111,1425,111
"70",121.528056,24.489722,"891665869",115,44,263,4203,199,31,168,136,95,170,57,3566,488,184,34,1444,564,966,658
"71",121.10566,24.501692,"1086117862",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"72",120.798749,23.538687,"1086117868",108,56,336,3685,184,19,166,154,74,154,56,3629,686,60,77,1916,188,1916,248
"73",121.100499,24.500431,"1086117875",118,44,259,4343,202,31,171,156,81,174,58,2608,352,99,38,1028,320,858,492
"74",120.790325,23.532897,"1086117876",115,55,334,3715,191,25,166,161,81,161,63,3447,694,51,83,1929,161,1929,211
"75",120.780224,23.529,"1086117877",117,55,333,3725,193,27,166,163,83,163,64,3409,702,48,85,1948,152,1948,200
"76",121.132933,24.500497,"1086117878",115,45,262,4319,199,28,171,152,78,171,55,2593,368,99,39,1037,322,903,474
"77",121.111124,24.498708,"1086117879",116,45,262,4324,199,28,171,153,79,171,55,2666,371,98,40,1070,318,929,483
"78",121.108797,24.499703,"1086117884",116,45,262,4324,199,28,171,153,79,171,55,2666,371,98,40,1070,318,929,483
"79",121.13293,24.497427,"1086117885",128,45,258,4407,213,39,174,167,90,185,67,2374,362,86,43,994,280,889,413
"80",120.81573,23.553608,"1086117890",108,56,336,3693,184,18,166,154,74,154,56,3470,624,63,71,1736,197,1736,257
"81",121.113932,24.504214,"1086117893",116,45,260,4332,200,29,171,154,79,172,56,2597,344,100,37,1010,324,853,490
"82",121.111659,24.500785,"1086117894",116,45,260,4332,200,29,171,154,79,172,56,2597,344,100,37,1010,324,853,490
"83",121.112442,24.505028,"1086117904",116,45,260,4332,200,29,171,154,79,172,56,2597,344,100,37,1010,324,853,490
"84",121.188805,24.482921,"1086117911",121,46,264,4355,206,33,174,159,62,177,61,1904,254,78,36,720,256,635,353
"85",120.812594,23.554959,"1086117917",108,56,336,3693,184,18,166,154,74,154,56,3470,624,63,71,1736,197,1736,257
"86",121.132467,24.498962,"1086117922",128,45,258,4407,213,39,174,167,90,185,67,2374,362,86,43,994,280,889,413
"87",121.14076,24.493989,"1086117951",119,45,262,4348,204,32,172,157,82,175,59,2357,377,85,45,1017,276,890,401
"88",120.781351,23.528821,"1086117954",117,55,333,3725,193,27,166,163,83,163,64,3409,702,48,85,1948,152,1948,200
"89",121.55,24.866667,"1821830275",205,36,201,4902,294,114,180,230,184,270,137,2759,354,158,27,1044,501,640,599
"90",120.753333,22.621944,"1821839649",91,39,321,2807,145,24,121,125,52,125,52,2380,518,33,87,1459,109,1459,109
"91",121.183333,24.1,"1821855137",115,53,302,4126,200,25,175,152,78,168,58,2340,438,54,67,1149,185,1137,258
"92",121.55,24.766667,"1821859225",183,39,217,4732,271,93,178,232,163,245,117,2698,332,147,28,961,446,804,519
"93",120.95,24.483333,"1821915351",174,43,237,4680,260,81,179,214,133,234,108,1929,390,45,69,1025,136,897,273
"94",121.751389,25.159167,"891592340",224,27,157,4925,306,136,170,250,285,289,155,2898,377,142,28,1097,496,568,688
